TRIPID,PERSID,HHID,STOPS,TRIPNO,STARTHOUR,STARTIME,ARRHOUR,ARRTIME,TRAVTIME,TRIPTIME,WAITIME,CUMDIST,ORIGPLACE2,ORIGPURP2,DESTPLACE2,DESTPURP2,TRIPPURP,LINKMODE,DIST_GRP,Time_Grp,TIME1
Y13H0730422P02T01,Y13H0730422P02,Y13H0730422,1,1,8,480,8,510,30,30,0,8.52,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,30 - 34,30
Y13H0730422P02T02,Y13H0730422P02,Y13H0730422,1,2,18,1080,18,1100,20,20,0,8.52,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,8 - 8.9,20 - 24,20
Y13H0730533P02T01,Y13H0730533P02,Y13H0730533,1,1,9,540,9,585,45,45,0,25.36,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,25 - 29.9,45 - 49,45
Y13H0730533P02T02,Y13H0730533P02,Y13H0730533,1,2,17,1050,18,1125,75,75,0,25.36,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,25 - 29.9,70 - 79,75
Y13H0740313P01T01,Y13H0740313P01,Y13H0740313,1,1,8,510,8,525,15,15,0,4.54,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y13H0740313P01T02,Y13H0740313P01,Y13H0740313,1,2,18,1090,18,1095,5,5,0,4.54,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,5. - 9.,5
Y13H0740423P01T01,Y13H0740423P01,Y13H0740423,1,1,8,525,9,560,35,35,0,7.65,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,7 - 7.9,35 - 39,35
Y13H0740423P01T02,Y13H0740423P01,Y13H0740423,1,2,17,1050,17,1070,20,20,0,7.65,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,7 - 7.9,20 - 24,20
Y14H0760229P01T01,Y14H0760229P01,Y14H0760229,1,1,8,510,8,530,20,20,0,4.35,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,20 - 24,20
Y14H0760229P01T02,Y14H0760229P01,Y14H0760229,1,2,17,1050,17,1065,15,15,0,4.35,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y14H0770131P02T01,Y14H0770131P02,Y14H0770131,1,1,10,600,10,625,25,25,0,10.43,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,10 - 10.9,25 - 29,25
Y14H0770131P02T02,Y14H0770131P02,Y14H0770131,1,2,18,1110,18,1135,25,25,0,10.43,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,10 - 10.9,25 - 29,25
Y14H0770222P01T01,Y14H0770222P01,Y14H0770222,1,1,9,540,9,570,30,30,0,15.37,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,15 - 15.9,30 - 34,30
Y14H0770222P01T02,Y14H0770222P01,Y14H0770222,1,2,17,1050,18,1095,45,45,0,15.37,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,45 - 49,45
Y14H0770236P02T01,Y14H0770236P02,Y14H0770236,1,1,8,480,8,505,25,25,0,18.47,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,18 - 18.9,25 - 29,25
Y14H0770236P02T02,Y14H0770236P02,Y14H0770236,1,2,17,1050,18,1080,30,30,0,18.47,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,18 - 18.9,30 - 34,30
Y14H0780540P02T01,Y14H0780540P02,Y14H0780540,1,1,11,660,11,690,30,30,0,5.51,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,30 - 34,30
Y14H0780540P02T02,Y14H0780540P02,Y14H0780540,1,2,20,1200,20,1230,30,30,0,5.51,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,30 - 34,30
Y14H0790236P03T01,Y14H0790236P03,Y14H0790236,1,1,11,675,11,705,30,30,0,14.99,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,14 - 14.9,30 - 34,30
Y14H0790236P03T02,Y14H0790236P03,Y14H0790236,1,2,20,1245,21,1275,30,30,0,14.99,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,30 - 34,30
Y14H0790418P02T01,Y14H0790418P02,Y14H0790418,1,1,8,480,8,520,40,40,0,24.25,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,40 - 44,40
Y14H0790418P02T02,Y14H0790418P02,Y14H0790418,1,2,19,1140,19,1180,40,40,0,24.25,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,40 - 44,40
Y14H0800103P01T01,Y14H0800103P01,Y14H0800103,1,1,8,480,8,525,45,45,0,13.8,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,45 - 49,45
Y14H0800103P01T02,Y14H0800103P01,Y14H0800103,1,2,17,1065,18,1110,45,45,0,13.8,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,13 - 13.9,45 - 49,45
Y14H0800115P02T01,Y14H0800115P02,Y14H0800115,1,1,8,510,9,540,30,30,0,5.24,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,30 - 34,30
Y14H0800115P02T02,Y14H0800115P02,Y14H0800115,1,2,19,1180,20,1200,20,20,0,5.24,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,20 - 24,20
Y14H0800325P02T01,Y14H0800325P02,Y14H0800325,1,1,8,495,8,530,35,35,0,29.97,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,25 - 29.9,35 - 39,35
Y14H0800325P02T02,Y14H0800325P02,Y14H0800325,1,2,17,1050,18,1090,40,40,0,29.97,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,25 - 29.9,40 - 44,40
Y14H0820338P01T01,Y14H0820338P01,Y14H0820338,1,1,8,510,8,530,20,20,0,14.75,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,14 - 14.9,20 - 24,20
Y14H0820338P01T02,Y14H0820338P01,Y14H0820338,1,2,17,1050,17,1070,20,20,0,14.75,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,20 - 24,20
Y14H0830512P04T01,Y14H0830512P04,Y14H0830512,1,1,8,480,8,510,30,30,0,8.04,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,30 - 34,30
Y14H0830512P04T02,Y14H0830512P04,Y14H0830512,1,2,18,1080,18,1110,30,30,0,8.04,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,8 - 8.9,30 - 34,30
Y14H0830520P05T01,Y14H0830520P05,Y14H0830520,1,1,8,480,9,540,60,60,0,21.4,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,60 - 69,60
Y14H0830520P05T02,Y14H0830520P05,Y14H0830520,1,2,18,1080,19,1140,60,60,0,21.4,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,60 - 69,60
Y14H0841016P02T01,Y14H0841016P02,Y14H0841016,1,1,8,510,8,530,20,20,0,16.66,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,16 - 16.9,20 - 24,20
Y14H0841016P02T02,Y14H0841016P02,Y14H0841016,1,2,18,1100,19,1140,40,40,0,16.66,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,16 - 16.9,40 - 44,40
Y14H0850125P01T01,Y14H0850125P01,Y14H0850125,1,1,8,480,8,510,30,30,0,31.45,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,30 - 34.9,30 - 34,30
Y14H0850125P01T02,Y14H0850125P01,Y14H0850125,1,2,18,1080,18,1110,30,30,0,31.45,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,30 - 34.9,30 - 34,30
Y14H0850515P03T01,Y14H0850515P03,Y14H0850515,1,1,8,510,8,515,5,5,0,1.16,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,5. - 9.,5
Y14H0850515P03T02,Y14H0850515P03,Y14H0850515,1,2,19,1170,19,1171,1,1,0,1.16,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,0 - 4,1
Y14H0860104P01T01,Y14H0860104P01,Y14H0860104,1,1,8,495,8,520,25,25,0,7.95,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,7 - 7.9,25 - 29,25
Y14H0860104P01T02,Y14H0860104P01,Y14H0860104,1,2,17,1050,18,1090,40,40,0,7.95,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,7 - 7.9,40 - 44,40
Y14H0860109P04T01,Y14H0860109P04,Y14H0860109,1,1,8,505,9,540,35,35,0,13.67,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,35 - 39,35
Y14H0860109P04T02,Y14H0860109P04,Y14H0860109,1,2,18,1110,19,1140,30,30,0,13.67,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,13 - 13.9,30 - 34,30
Y14H0860230P01T01,Y14H0860230P01,Y14H0860230,1,1,8,495,8,530,35,35,0,17.17,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,17 - 17.9,35 - 39,35
Y14H0860230P01T02,Y14H0860230P01,Y14H0860230,1,2,17,1050,18,1095,45,45,0,17.17,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,17 - 17.9,45 - 49,45
Y14H0860416P02T01,Y14H0860416P02,Y14H0860416,1,1,10,630,10,645,15,15,0,8.7,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,15 - 19,15
Y14H0860416P02T02,Y14H0860416P02,Y14H0860416,1,2,18,1080,18,1095,15,15,0,8.7,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,8 - 8.9,15 - 19,15
Y14H0860522P01T01,Y14H0860522P01,Y14H0860522,1,1,11,660,11,675,15,15,0,4.03,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y14H0860522P01T02,Y14H0860522P01,Y14H0860522,1,2,20,1200,20,1210,10,10,0,4.03,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,10. - 14.,10
Y14H0860526P01T01,Y14H0860526P01,Y14H0860526,1,1,8,480,8,495,15,15,0,4.73,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y14H0860526P01T02,Y14H0860526P01,Y14H0860526,1,2,17,1050,17,1065,15,15,0,4.73,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y14H0870411P01T01,Y14H0870411P01,Y14H0870411,1,1,9,540,9,570,30,30,0,15.27,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,15 - 15.9,30 - 34,30
Y14H0870411P01T02,Y14H0870411P01,Y14H0870411,1,2,17,1050,18,1110,60,60,0,15.27,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,60 - 69,60
Y14H0870422P01T01,Y14H0870422P01,Y14H0870422,1,1,8,525,9,555,30,30,0,10.04,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,10 - 10.9,30 - 34,30
Y14H0870422P01T02,Y14H0870422P01,Y14H0870422,1,2,19,1165,19,1190,25,25,0,10.04,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,10 - 10.9,25 - 29,25
Y14H0880233P01T01,Y14H0880233P01,Y14H0880233,1,1,8,515,9,565,50,50,0,21.27,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,50 - 54,50
Y14H0880233P01T02,Y14H0880233P01,Y14H0880233,1,2,18,1135,19,1175,40,40,0,21.27,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,40 - 44,40
Y14H0890522P02T01,Y14H0890522P02,Y14H0890522,1,1,8,530,9,550,20,20,0,2.91,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,20 - 24,20
Y14H0890522P02T02,Y14H0890522P02,Y14H0890522,1,2,17,1050,17,1070,20,20,0,2.91,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,2 - 2.9,20 - 24,20
Y14H0900124P02T01,Y14H0900124P02,Y14H0900124,1,1,8,510,9,540,30,30,0,27.22,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,25 - 29.9,30 - 34,30
Y14H0900124P02T02,Y14H0900124P02,Y14H0900124,1,2,18,1100,18,1130,30,30,0,27.22,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,25 - 29.9,30 - 34,30
Y14H0900539P01T01,Y14H0900539P01,Y14H0900539,1,1,8,495,8,520,25,25,0,5.72,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,25 - 29,25
Y14H0900539P01T02,Y14H0900539P01,Y14H0900539,1,2,17,1060,18,1080,20,20,0,5.72,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,20 - 24,20
Y14H0910516P01T01,Y14H0910516P01,Y14H0910516,1,1,8,500,8,510,10,10,0,2.76,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,10. - 14.,10
Y14H0910516P01T02,Y14H0910516P01,Y14H0910516,1,2,18,1080,18,1100,20,20,0,2.76,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,2 - 2.9,20 - 24,20
Y14H0920111P02T01,Y14H0920111P02,Y14H0920111,1,1,9,550,9,580,30,30,0,8.75,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,30 - 34,30
Y14H0920111P02T02,Y14H0920111P02,Y14H0920111,1,2,17,1050,18,1080,30,30,0,8.75,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,8 - 8.9,30 - 34,30
Y14H0920531P02T01,Y14H0920531P02,Y14H0920531,1,1,8,480,8,530,50,50,0,15.49,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,15 - 15.9,50 - 54,50
Y14H0920531P02T02,Y14H0920531P02,Y14H0920531,1,2,17,1065,18,1095,30,30,0,15.49,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,30 - 34,30
Y14H0920539P02T01,Y14H0920539P02,Y14H0920539,1,1,8,480,9,540,60,60,0,12.33,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,12 - 12.9,60 - 69,60
Y14H0920539P02T02,Y14H0920539P02,Y14H0920539,1,2,20,1200,20,1245,45,45,0,12.33,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,12 - 12.9,45 - 49,45
Y14H0940338P02T01,Y14H0940338P02,Y14H0940338,1,1,8,537,9,565,28,28,0,16.58,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,16 - 16.9,25 - 29,28
Y14H0940338P02T02,Y14H0940338P02,Y14H0940338,1,2,18,1135,19,1165,30,30,0,16.58,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,16 - 16.9,30 - 34,30
Y14H0950410P01T01,Y14H0950410P01,Y14H0950410,1,1,9,540,9,575,35,35,0,16.21,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,16 - 16.9,35 - 39,35
Y14H0950410P01T02,Y14H0950410P01,Y14H0950410,1,2,20,1200,20,1230,30,30,0,16.21,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,16 - 16.9,30 - 34,30
Y14H0960211P02T01,Y14H0960211P02,Y14H0960211,1,1,9,585,10,600,15,15,0,4.93,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y14H0960211P02T02,Y14H0960211P02,Y14H0960211,1,2,18,1110,18,1125,15,15,0,4.93,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y14H0960440P02T01,Y14H0960440P02,Y14H0960440,1,1,8,500,8,505,5,5,0,4.41,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,5. - 9.,5
Y14H0960440P02T02,Y14H0960440P02,Y14H0960440,1,2,17,1050,17,1055,5,5,0,4.41,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,5. - 9.,5
Y14H0970236P01T01,Y14H0970236P01,Y14H0970236,1,1,9,540,9,560,20,20,0,7.68,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,7 - 7.9,20 - 24,20
Y14H0970236P01T02,Y14H0970236P01,Y14H0970236,1,2,18,1080,18,1100,20,20,0,7.68,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,7 - 7.9,20 - 24,20
Y14H0970324P01T01,Y14H0970324P01,Y14H0970324,1,1,9,540,9,550,10,10,0,3.82,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,10. - 14.,10
Y14H0970324P01T02,Y14H0970324P01,Y14H0970324,1,2,18,1110,18,1120,10,10,0,3.82,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,10. - 14.,10
Y14H0980226P02T01,Y14H0980226P02,Y14H0980226,1,1,8,510,8,525,15,15,0,3.35,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,15 - 19,15
Y14H0980226P02T02,Y14H0980226P02,Y14H0980226,1,2,17,1050,18,1080,30,30,0,3.35,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,30 - 34,30
Y14H0990123P01T01,Y14H0990123P01,Y14H0990123,1,1,8,495,8,525,30,30,0,16.89,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,16 - 16.9,30 - 34,30
Y14H0990123P01T02,Y14H0990123P01,Y14H0990123,1,2,18,1100,18,1125,25,25,0,16.89,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,16 - 16.9,25 - 29,25
Y14H0990205P02T01,Y14H0990205P02,Y14H0990205,1,1,8,510,9,545,35,35,0,16.12,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,16 - 16.9,35 - 39,35
Y14H0990205P02T02,Y14H0990205P02,Y14H0990205,1,2,17,1050,18,1095,45,45,0,16.12,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,16 - 16.9,45 - 49,45
Y14H1000310P01T01,Y14H1000310P01,Y14H1000310,1,1,8,520,8,536,16,16,0,5.2,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,15 - 19,16
Y14H1000310P01T02,Y14H1000310P01,Y14H1000310,1,2,17,1055,17,1075,20,20,0,5.2,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,20 - 24,20
Y14H1010315P04T01,Y14H1010315P04,Y14H1010315,1,1,8,490,8,497,7,7,0,3.24,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,5. - 9.,7
Y14H1010315P04T02,Y14H1010315P04,Y14H1010315,1,2,18,1090,18,1100,10,10,0,3.24,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,10. - 14.,10
Y14H1020125P01T01,Y14H1020125P01,Y14H1020125,1,1,8,480,8,510,30,30,0,9.79,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,9 - 9.9,30 - 34,30
Y14H1020125P01T02,Y14H1020125P01,Y14H1020125,1,2,17,1050,18,1090,40,40,0,9.79,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,9 - 9.9,40 - 44,40
Y14H1020317P01T01,Y14H1020317P01,Y14H1020317,1,1,8,480,8,515,35,35,0,22.83,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,35 - 39,35
Y14H1020317P01T02,Y14H1020317P01,Y14H1020317,1,2,17,1050,18,1100,50,50,0,22.83,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,50 - 54,50
Y14H1040118P03T01,Y14H1040118P03,Y14H1040118,1,1,9,540,9,570,30,30,0,23.54,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y14H1040118P03T02,Y14H1040118P03,Y14H1040118,1,2,18,1080,18,1110,30,30,0,23.54,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y14H1040339P02T01,Y14H1040339P02,Y14H1040339,1,1,8,510,9,540,30,30,0,9.0,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,9 - 9.9,30 - 34,30
Y14H1040339P02T02,Y14H1040339P02,Y14H1040339,1,2,17,1050,18,1080,30,30,0,9.0,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,9 - 9.9,30 - 34,30
Y14H1050108P01T01,Y14H1050108P01,Y14H1050108,1,1,10,645,11,660,15,15,0,16.53,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,16 - 16.9,15 - 19,15
Y14H1050108P01T02,Y14H1050108P01,Y14H1050108,1,2,19,1170,19,1185,15,15,0,16.53,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,16 - 16.9,15 - 19,15
Y14H1070311P01T01,Y14H1070311P01,Y14H1070311,1,1,8,530,9,545,15,15,0,5.4,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y14H1070311P01T02,Y14H1070311P01,Y14H1070311,1,2,18,1105,18,1125,20,20,0,5.4,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,20 - 24,20
Y14H1070404P02T01,Y14H1070404P02,Y14H1070404,1,1,8,480,8,520,40,40,0,35.9,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,35 - 39.9,40 - 44,40
Y14H1070404P02T02,Y14H1070404P02,Y14H1070404,1,2,17,1050,18,1120,70,70,0,35.9,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,35 - 39.9,70 - 79,70
Y14H1070422P04T01,Y14H1070422P04,Y14H1070422,1,1,8,500,8,525,25,25,0,5.39,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,25 - 29,25
Y14H1070422P04T02,Y14H1070422P04,Y14H1070422,1,2,17,1050,18,1080,30,30,0,5.39,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,30 - 34,30
Y14H1080126P01T01,Y14H1080126P01,Y14H1080126,1,1,8,510,9,540,30,30,0,13.39,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,30 - 34,30
Y14H1080126P01T02,Y14H1080126P01,Y14H1080126,1,2,17,1060,18,1093,33,33,0,13.39,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,13 - 13.9,30 - 34,33
Y14H1080211P01T01,Y14H1080211P01,Y14H1080211,1,1,8,516,8,521,5,5,0,2.01,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,5. - 9.,5
Y14H1080211P01T02,Y14H1080211P01,Y14H1080211,1,2,18,1083,18,1087,4,4,0,2.01,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,2 - 2.9,0 - 4,4
Y14H1080332P03T01,Y14H1080332P03,Y14H1080332,1,1,8,480,9,540,60,60,0,22.3,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,60 - 69,60
Y14H1080332P03T02,Y14H1080332P03,Y14H1080332,1,2,17,1065,18,1115,50,50,0,22.3,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,50 - 54,50
Y14H1080415P02T01,Y14H1080415P02,Y14H1080415,1,1,8,481,8,505,24,24,0,8.13,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,20 - 24,24
Y14H1080415P02T02,Y14H1080415P02,Y14H1080415,1,2,20,1200,20,1225,25,25,0,8.13,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,8 - 8.9,25 - 29,25
Y14H1080423P01T01,Y14H1080423P01,Y14H1080423,1,1,8,520,9,540,20,20,0,12.0,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,12 - 12.9,20 - 24,20
Y14H1080423P01T02,Y14H1080423P01,Y14H1080423,1,2,18,1080,18,1105,25,25,0,12.0,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,12 - 12.9,25 - 29,25
Y14H1090104P01T01,Y14H1090104P01,Y14H1090104,1,1,8,510,8,525,15,15,0,8.93,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,15 - 19,15
Y14H1090104P01T02,Y14H1090104P01,Y14H1090104,1,2,18,1080,18,1095,15,15,0,8.93,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,8 - 8.9,15 - 19,15
Y14H1090224P02T01,Y14H1090224P02,Y14H1090224,1,1,8,510,8,530,20,20,0,12.73,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,12 - 12.9,20 - 24,20
Y14H1090224P02T02,Y14H1090224P02,Y14H1090224,1,2,18,1080,18,1100,20,20,0,12.73,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,12 - 12.9,20 - 24,20
Y14H1090322P01T01,Y14H1090322P01,Y14H1090322,1,1,9,570,9,575,5,5,0,0.7,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,0 - 0.9,5. - 9.,5
Y14H1090322P01T02,Y14H1090322P01,Y14H1090322,1,2,17,1050,17,1055,5,5,0,0.7,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,0 - 0.9,5. - 9.,5
